RiderID,TripNumber,ClipName,ClipFramePath,VideoName,FramePath,Time,Press,Pass_Distance,NearMiss,Seconds,SignedSpeed,Split
51,1,PassingEvent_Duration10s_014173.mp4,PassingEvent_Duration10s_014173,Trip_1.1_GP010035.LRV,MPDS_051/Trip_1.1_GP010035,00:04:45.424000,0,96.0,1,310,60.0,train
58,1,PassingEvent_Duration10s_016554.mp4,PassingEvent_Duration10s_016554,Trip_1.0_GOPR2984.LRV,MPDS_058/Trip_1.0_GOPR2984,00:14:58.498000,0,87.0,1,928,60.0,train
16,4,PassingEvent_Duration10s_003930.mp4,PassingEvent_Duration10s_003930,Trip_4.0_GOPR4698.LRV,MPDS_016/Trip_4.0_GOPR4698,00:07:33.719000,0,51.0,1,496,60.0,train
1,3,PassingEvent_Duration10s_000422.mp4,PassingEvent_Duration10s_000422,Trip_3.2_GP020008.LRV,MPDS_001/Trip_3.2_GP020008,00:10:11.993000,0,119.0,0,671,50.0,train
35,3,PassingEvent_Duration10s_010115.mp4,PassingEvent_Duration10s_010115,Trip_3.0_GOPR6295.LRV,MPDS_035/Trip_3.0_GOPR6295,00:01:56.733000,0,97.0,1,160,60.0,train
33,6,PassingEvent_Duration10s_009713.mp4,PassingEvent_Duration10s_009713,Trip_6.0_GOPR0013.LRV,MPDS_033/Trip_6.0_GOPR0013,00:13:46.807000,0,95.0,1,874,60.0,train
3,14,PassingEvent_Duration10s_000721.mp4,PassingEvent_Duration10s_000721,Trip_14.0_GOPR0095.LRV,MPDS_003/Trip_14.0_GOPR0095,00:08:24.296000,0,91.0,1,522,60.0,train
3,1,PassingEvent_Duration10s_000675.mp4,PassingEvent_Duration10s_000675,Trip_1.2_GP020005.LRV,MPDS_003/Trip_1.2_GP020005,00:11:41.952000,0,150.0,0,758,60.0,train
30,2,PassingEvent_Duration10s_009013.mp4,PassingEvent_Duration10s_009013,Trip_2.1_GP014714.LRV,MPDS_030/Trip_2.1_GP014714,00:06:00.296000,0,67.0,1,378,50.0,train
11,7,PassingEvent_Duration10s_000930.mp4,PassingEvent_Duration10s_000930,Trip_7.1_GP012422.LRV,MPDS_011/Trip_7.1_GP012422,00:16:49.623000,1,91.0,1,1046,60.0,train
2,2,PassingEvent_Duration10s_000018.mp4,PassingEvent_Duration10s_000018,Trip_2.0_GOPR0003.LRV,MPDS_002/Trip_2.0_GOPR0003,00:02:51.710000,0,136.5,0,214,60.0,train
1,5,PassingEvent_Duration10s_000596.mp4,PassingEvent_Duration10s_000596,Trip_5.1_GP010010.LRV,MPDS_001/Trip_5.1_GP010010,00:05:16.488000,0,129.0,0,345,50.0,train
7,1,PassingEvent_Duration10s_001355.mp4,PassingEvent_Duration10s_001355,Trip_1.1_GP010011.LRV,MPDS_007/Trip_1.1_GP010011,00:00:50.148000,0,134.0,0,59,60.0,train
48,9,PassingEvent_Duration10s_013250.mp4,PassingEvent_Duration10s_013250,Trip_9.0_GOPR2143.LRV,MPDS_048/Trip_9.0_GOPR2143,00:16:44.505000,1,72.5,1,1034,40.0,train
56,2,PassingEvent_Duration10s_015990.mp4,PassingEvent_Duration10s_015990,Trip_2.1_GP013982.LRV,MPDS_056/Trip_2.1_GP013982,00:12:49.508000,1,86.5,1,799,60.0,train
11,4,PassingEvent_Duration10s_000816.mp4,PassingEvent_Duration10s_000816,Trip_4.1_GP012419.LRV,MPDS_011/Trip_4.1_GP012419,00:12:07.186000,0,95.0,1,738,60.0,train
22,3,PassingEvent_Duration10s_005707.mp4,PassingEvent_Duration10s_005707,Trip_3.0_GOPR0012.LRV,MPDS_022/Trip_3.0_GOPR0012,00:15:48.255000,0,106.0,1,963,100.0,train
1,1,PassingEvent_Duration10s_000237.mp4,PassingEvent_Duration10s_000237,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:03:04.723000,0,121.0,0,227,60.0,train
1,3,PassingEvent_Duration10s_000363.mp4,PassingEvent_Duration10s_000363,Trip_3.1_GP010008.LRV,MPDS_001/Trip_3.1_GP010008,00:03:15.215000,0,277.0,0,208,60.0,train
48,3,PassingEvent_Duration10s_013167.mp4,PassingEvent_Duration10s_013167,Trip_3.0_GOPR2137.LRV,MPDS_048/Trip_3.0_GOPR2137,00:05:19.640000,0,94.5,1,357,40.0,train
12,7,PassingEvent_Duration10s_002734.mp4,PassingEvent_Duration10s_002734,Trip_7.0_GOPR2107.LRV,MPDS_012/Trip_7.0_GOPR2107,00:02:52.590000,0,61.5,1,207,60.0,train
22,8,PassingEvent_Duration10s_006256.mp4,PassingEvent_Duration10s_006256,Trip_8.1_GP010017.LRV,MPDS_022/Trip_8.1_GP010017,00:06:11.341000,0,99.0,1,391,50.0,train
33,6,PassingEvent_Duration10s_009734.mp4,PassingEvent_Duration10s_009734,Trip_6.0_GOPR0013.LRV,MPDS_033/Trip_6.0_GOPR0013,00:16:56.470000,0,92.0,1,1044,40.0,train
1,4,PassingEvent_Duration10s_000534.mp4,PassingEvent_Duration10s_000534,Trip_4.3_GP030009.LRV,MPDS_001/Trip_4.3_GP030009,00:01:29.675000,0,123.0,0,130,60.0,train
2,5,PassingEvent_Duration10s_000173.mp4,PassingEvent_Duration10s_000173,Trip_5.2_GP020006.LRV,MPDS_002/Trip_5.2_GP020006,00:00:57.830000,0,108.5,0,107,60.0,train
1,5,PassingEvent_Duration10s_000575.mp4,PassingEvent_Duration10s_000575,Trip_5.1_GP010010.LRV,MPDS_001/Trip_5.1_GP010010,00:01:54.553000,0,142.0,0,147,60.0,train
26,4,PassingEvent_Duration10s_008041.mp4,PassingEvent_Duration10s_008041,Trip_4.1_GP010008.LRV,MPDS_026/Trip_4.1_GP010008,00:01:45.695000,0,99.5,1,147,60.0,train
50,7,PassingEvent_Duration10s_014110.mp4,PassingEvent_Duration10s_014110,Trip_7.2_GP022524.LRV,MPDS_050/Trip_7.2_GP022524,00:00:57.717000,1,113.0,0,100,60.0,train
4,4,PassingEvent_Duration10s_001165.mp4,PassingEvent_Duration10s_001165,Trip_4.0_GOPR0008.LRV,MPDS_004/Trip_4.0_GOPR0008,00:10:28.889000,0,192.5,0,681,60.0,train
4,5,PassingEvent_Duration10s_001198.mp4,PassingEvent_Duration10s_001198,Trip_5.0_GOPR0009.LRV,MPDS_004/Trip_5.0_GOPR0009,00:14:34.665000,0,178.5,0,914,60.0,train
8,9,PassingEvent_Duration10s_001577.mp4,PassingEvent_Duration10s_001577,Trip_9.0_GOPR0023.LRV,MPDS_008/Trip_9.0_GOPR0023,00:07:19.335000,0,189.0,0,459,60.0,train
2,2,PassingEvent_Duration10s_000057.mp4,PassingEvent_Duration10s_000057,Trip_2.2_GP020003.LRV,MPDS_002/Trip_2.2_GP020003,00:03:25.369000,0,92.5,1,227,60.0,train
8,9,PassingEvent_Duration10s_001590.mp4,PassingEvent_Duration10s_001590,Trip_9.1_GP010023.LRV,MPDS_008/Trip_9.1_GP010023,00:08:35.749000,0,122.0,0,560,60.0,train
5,5,PassingEvent_Duration10s_001279.mp4,PassingEvent_Duration10s_001279,Trip_5.0_GOPR0025.LRV,MPDS_005/Trip_5.0_GOPR0025,00:14:11.923000,0,143.5,0,906,60.0,train
8,3,PassingEvent_Duration10s_001487.mp4,PassingEvent_Duration10s_001487,Trip_3.0_GOPR0013.LRV,MPDS_008/Trip_3.0_GOPR0013,00:05:32.119000,0,171.0,0,339,60.0,train
1,4,PassingEvent_Duration10s_000503.mp4,PassingEvent_Duration10s_000503,Trip_4.2_GP020009.LRV,MPDS_001/Trip_4.2_GP020009,00:06:11.640000,0,219.0,0,409,60.0,train
2,4,PassingEvent_Duration10s_000103.mp4,PassingEvent_Duration10s_000103,Trip_4.0_GOPR0005.LRV,MPDS_002/Trip_4.0_GOPR0005,00:15:29.827000,0,106.5,0,979,60.0,train
33,6,PassingEvent_Duration10s_009674.mp4,PassingEvent_Duration10s_009674,Trip_6.0_GOPR0013.LRV,MPDS_033/Trip_6.0_GOPR0013,00:06:21.460000,0,123.0,1,409,80.0,train
1,1,PassingEvent_Duration10s_000281.mp4,PassingEvent_Duration10s_000281,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:12:51.314000,0,142.0,0,790,60.0,train
1,5,PassingEvent_Duration10s_000612.mp4,PassingEvent_Duration10s_000612,Trip_5.1_GP010010.LRV,MPDS_001/Trip_5.1_GP010010,00:15:49.810000,0,197.0,0,998,40.0,train
2,7,PassingEvent_Duration10s_000198.mp4,PassingEvent_Duration10s_000198,Trip_7.1_GP010008.LRV,MPDS_002/Trip_7.1_GP010008,00:15:33.751000,0,115.5,0,978,60.0,train
22,7,PassingEvent_Duration10s_006128.mp4,PassingEvent_Duration10s_006128,Trip_7.1_.LRV,MPDS_022/Trip_7.1_,00:00:32.734000,0,102.0,1,76,100.0,train
19,6,PassingEvent_Duration10s_004243.mp4,PassingEvent_Duration10s_004243,Trip_6.0_GOPR2477.LRV,MPDS_019/Trip_6.0_GOPR2477,00:13:09.569000,0,78.0,1,823,60.0,train
2,5,PassingEvent_Duration10s_000169.mp4,PassingEvent_Duration10s_000169,Trip_5.1_GP010006.LRV,MPDS_002/Trip_5.1_GP010006,00:12:56.169000,0,258.5,0,786,50.0,train
1,1,PassingEvent_Duration10s_000315.mp4,PassingEvent_Duration10s_000315,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:03:19.413000,0,168.0,0,224,60.0,train
4,4,PassingEvent_Duration10s_001153.mp4,PassingEvent_Duration10s_001153,Trip_4.0_GOPR0008.LRV,MPDS_004/Trip_4.0_GOPR0008,00:08:31.202000,0,112.5,0,523,60.0,train
7,1,PassingEvent_Duration10s_001317.mp4,PassingEvent_Duration10s_001317,Trip_1.0_GOPR0011.LRV,MPDS_007/Trip_1.0_GOPR0011,00:05:03.598000,0,114.0,0,339,40.0,train
5,3,PassingEvent_Duration10s_001237.mp4,PassingEvent_Duration10s_001237,Trip_3.0_GOPR0023.LRV,MPDS_005/Trip_3.0_GOPR0023,00:09:35.416000,0,149.5,0,600,60.0,train
8,6,PassingEvent_Duration10s_001527.mp4,PassingEvent_Duration10s_001527,Trip_6.1_GP010020.LRV,MPDS_008/Trip_6.1_GP010020,00:03:19.453000,0,140.0,0,226,50.0,train
2,3,PassingEvent_Duration10s_000073.mp4,PassingEvent_Duration10s_000073,Trip_3.0_GOPR0004.LRV,MPDS_002/Trip_3.0_GOPR0004,00:01:26.683000,0,210.5,0,127,50.0,train
52,7,PassingEvent_Duration10s_014973.mp4,PassingEvent_Duration10s_014973,Trip_7.1_GP010051.LRV,MPDS_052/Trip_7.1_GP010051,00:07:16.559000,1,94.0,1,470,70.0,train
20,9,PassingEvent_Duration10s_004297.mp4,PassingEvent_Duration10s_004297,Trip_9.0_GOPR0036.LRV,MPDS_020/Trip_9.0_GOPR0036,00:03:48.640000,0,67.0,1,266,40.0,train
1,1,PassingEvent_Duration10s_000247.mp4,PassingEvent_Duration10s_000247,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:04:51.940000,0,141.0,0,347,60.0,train
8,8,PassingEvent_Duration10s_001568.mp4,PassingEvent_Duration10s_001568,Trip_8.1_GP010022.LRV,MPDS_008/Trip_8.1_GP010022,00:05:03.561000,0,165.0,0,337,50.0,train
16,1,PassingEvent_Duration10s_003521.mp4,PassingEvent_Duration10s_003521,Trip_1.1_GP010025.LRV,MPDS_016/Trip_1.1_GP010025,00:15:30.186000,1,73.0,1,941,60.0,train
62,4,PassingEvent_Duration10s_018289.mp4,PassingEvent_Duration10s_018289,Trip_4.2_GP020059.LRV,MPDS_062/Trip_4.2_GP020059,00:08:59.753000,0,78.0,1,584,60.0,train
8,2,PassingEvent_Duration10s_001482.mp4,PassingEvent_Duration10s_001482,Trip_2.0_GOPR0012.LRV,MPDS_008/Trip_2.0_GOPR0012,00:15:05.505000,0,131.0,0,935,60.0,train
61,5,PassingEvent_Duration10s_017539.mp4,PassingEvent_Duration10s_017539,Trip_5.2_GP020053.LRV,MPDS_061/Trip_5.2_GP020053,00:17:27.220000,1,104.0,0,1060,60.0,train
1,4,PassingEvent_Duration10s_000517.mp4,PassingEvent_Duration10s_000517,Trip_4.2_GP020009.LRV,MPDS_001/Trip_4.2_GP020009,00:16:45.305000,0,200.0,0,1023,60.0,train
4,5,PassingEvent_Duration10s_001218.mp4,PassingEvent_Duration10s_001218,Trip_5.1_GP010009.LRV,MPDS_004/Trip_5.1_GP010009,00:09:37.832000,0,136.5,0,627,50.0,train
9,5,PassingEvent_Duration10s_001952.mp4,PassingEvent_Duration10s_001952,Trip_5.2_GP020106.LRV,MPDS_009/Trip_5.2_GP020106,00:16:27.254000,0,58.5,1,1002,50.0,train
26,5,PassingEvent_Duration10s_008111.mp4,PassingEvent_Duration10s_008111,Trip_5.0_GOPR0009.LRV,MPDS_026/Trip_5.0_GOPR0009,00:03:58.512000,0,71.5,1,269,40.0,train
5,3,PassingEvent_Duration10s_001231.mp4,PassingEvent_Duration10s_001231,Trip_3.0_GOPR0023.LRV,MPDS_005/Trip_3.0_GOPR0023,00:06:16.884000,0,215.5,0,429,40.0,train
8,4,PassingEvent_Duration10s_001508.mp4,PassingEvent_Duration10s_001508,Trip_4.1_GP010018.LRV,MPDS_008/Trip_4.1_GP010018,00:04:14.406000,0,157.0,0,278,50.0,train
3,1,PassingEvent_Duration10s_000691.mp4,PassingEvent_Duration10s_000691,Trip_1.3_GP030005.LRV,MPDS_003/Trip_1.3_GP030005,00:00:19.105000,0,123.0,0,25,60.0,train
1,1,PassingEvent_Duration10s_000218.mp4,PassingEvent_Duration10s_000218,Trip_1.0_GOPR0006.LRV,MPDS_001/Trip_1.0_GOPR0006,00:07:37.310000,0,138.0,0,476,60.0,train
3,1,PassingEvent_Duration10s_000673.mp4,PassingEvent_Duration10s_000673,Trip_1.2_GP020005.LRV,MPDS_003/Trip_1.2_GP020005,00:11:21.439000,0,181.0,0,707,60.0,train
33,6,PassingEvent_Duration10s_009672.mp4,PassingEvent_Duration10s_009672,Trip_6.0_GOPR0013.LRV,MPDS_033/Trip_6.0_GOPR0013,00:06:10.553000,0,130.0,1,403,80.0,train
22,2,PassingEvent_Duration10s_005660.mp4,PassingEvent_Duration10s_005660,Trip_2.1_GP010011.LRV,MPDS_022/Trip_2.1_GP010011,00:01:36.209000,0,97.0,1,109,50.0,train
48,11,PassingEvent_Duration10s_013308.mp4,PassingEvent_Duration10s_013308,Trip_11.1_GP012145.LRV,MPDS_048/Trip_11.1_GP012145,00:06:09.170000,0,74.5,1,379,40.0,train
2,8,PassingEvent_Duration10s_000209.mp4,PassingEvent_Duration10s_000209,Trip_8.0_GOPR0009.LRV,MPDS_002/Trip_8.0_GOPR0009,00:09:48.630000,0,235.5,0,626,50.0,train
7,6,PassingEvent_Duration10s_001409.mp4,PassingEvent_Duration10s_001409,Trip_6.0_GOPR0017.LRV,MPDS_007/Trip_6.0_GOPR0017,00:11:37.740000,0,145.0,0,741,50.0,train
13,1,PassingEvent_Duration10s_002796.mp4,PassingEvent_Duration10s_002796,Trip_1.0_GOPR2914.LRV,MPDS_013/Trip_1.0_GOPR2914,00:12:29.606000,0,99.0,1,785,50.0,train
8,8,PassingEvent_Duration10s_001561.mp4,PassingEvent_Duration10s_001561,Trip_8.1_GP010022.LRV,MPDS_008/Trip_8.1_GP010022,00:02:36.663000,0,168.0,0,196,50.0,train
5,7,PassingEvent_Duration10s_001297.mp4,PassingEvent_Duration10s_001297,Trip_7.2_GP020027.LRV,MPDS_005/Trip_7.2_GP020027,00:01:50.149000,0,130.5,0,119,40.0,train
7,8,PassingEvent_Duration10s_001460.mp4,PassingEvent_Duration10s_001460,Trip_8.3_GP030020.LRV,MPDS_007/Trip_8.3_GP030020,00:05:39.167000,0,229.0,0,349,40.0,train
7,5,PassingEvent_Duration10s_001392.mp4,PassingEvent_Duration10s_001392,Trip_5.0_GOPR0016.LRV,MPDS_007/Trip_5.0_GOPR0016,00:00:23.171000,0,232.0,0,33,50.0,train
2,2,PassingEvent_Duration10s_000055.mp4,PassingEvent_Duration10s_000055,Trip_2.2_GP020003.LRV,MPDS_002/Trip_2.2_GP020003,00:03:11.590000,0,139.5,0,226,60.0,train
33,6,PassingEvent_Duration10s_009739.mp4,PassingEvent_Duration10s_009739,Trip_6.1_GP010013.LRV,MPDS_033/Trip_6.1_GP010013,00:01:15.300000,0,98.0,1,93,50.0,train
55,7,PassingEvent_Duration10s_015576.mp4,PassingEvent_Duration10s_015576,Trip_7.0_GOPR2157.LRV,MPDS_055/Trip_7.0_GOPR2157,00:03:19.319000,0,96.0,1,218,60.0,train
20,5,PassingEvent_Duration10s_004835.mp4,PassingEvent_Duration10s_004835,Trip_5.0_GOPR0031.LRV,MPDS_020/Trip_5.0_GOPR0031,00:10:08.991000,0,96.0,1,667,50.0,train
58,7,PassingEvent_Duration10s_016726.mp4,PassingEvent_Duration10s_016726,Trip_7.0_GOPR2991.LRV,MPDS_058/Trip_7.0_GOPR2991,00:16:21.842000,0,87.0,1,1032,40.0,train
49,1,PassingEvent_Duration10s_013367.mp4,PassingEvent_Duration10s_013367,Trip_1.0_GOPR2969.LRV,MPDS_049/Trip_1.0_GOPR2969,00:07:40.960000,0,75.5,1,518,40.0,train
1,5,PassingEvent_Duration10s_000569.mp4,PassingEvent_Duration10s_000569,Trip_5.1_GP010010.LRV,MPDS_001/Trip_5.1_GP010010,00:00:49.110000,0,158.0,0,56,60.0,train
61,4,PassingEvent_Duration10s_017370.mp4,PassingEvent_Duration10s_017370,Trip_4.1_GP010051.LRV,MPDS_061/Trip_4.1_GP010051,00:02:41.343000,0,136.0,1,182,80.0,train
1,1,PassingEvent_Duration10s_000227.mp4,PassingEvent_Duration10s_000227,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:00:31.210000,0,140.0,0,44,60.0,train
20,1,PassingEvent_Duration10s_004441.mp4,PassingEvent_Duration10s_004441,Trip_1.1_GP010026.LRV,MPDS_020/Trip_1.1_GP010026,00:04:11.740000,0,71.0,1,295,50.0,train
44,5,PassingEvent_Duration10s_012510.mp4,PassingEvent_Duration10s_012510,Trip_5.1_GP013974.LRV,MPDS_044/Trip_5.1_GP013974,00:04:27.206000,0,73.0,1,279,60.0,train
3,1,PassingEvent_Duration10s_000690.mp4,PassingEvent_Duration10s_000690,Trip_1.3_GP030005.LRV,MPDS_003/Trip_1.3_GP030005,00:00:15.803000,0,132.0,0,63,60.0,train
8,2,PassingEvent_Duration10s_001481.mp4,PassingEvent_Duration10s_001481,Trip_2.0_GOPR0012.LRV,MPDS_008/Trip_2.0_GOPR0012,00:14:32.820000,0,177.0,0,921,50.0,train
49,1,PassingEvent_Duration10s_013398.mp4,PassingEvent_Duration10s_013398,Trip_1.2_GP022969.LRV,MPDS_049/Trip_1.2_GP022969,00:13:14.576000,0,40.5,1,829,50.0,train
55,9,PassingEvent_Duration10s_015693.mp4,PassingEvent_Duration10s_015693,Trip_9.1_GP012159.LRV,MPDS_055/Trip_9.1_GP012159,00:05:33.533000,1,68.0,1,365,40.0,train
2,6,PassingEvent_Duration10s_000175.mp4,PassingEvent_Duration10s_000175,Trip_6.0_GOPR0007.LRV,MPDS_002/Trip_6.0_GOPR0007,00:02:49.570000,0,146.5,0,203,40.0,train
43,6,PassingEvent_Duration10s_012235.mp4,PassingEvent_Duration10s_012235,Trip_6.0_GOPR1280.LRV,MPDS_043/Trip_6.0_GOPR1280,00:04:19.895000,0,118.0,1,313,70.0,train
36,1,PassingEvent_Duration10s_010366.mp4,PassingEvent_Duration10s_010366,Trip_1.1_GP012959.LRV,MPDS_036/Trip_1.1_GP012959,00:05:58.115000,0,40.0,1,365,50.0,train
19,1,PassingEvent_Duration10s_004274.mp4,PassingEvent_Duration10s_004274,Trip_1.1_GP012471.LRV,MPDS_019/Trip_1.1_GP012471,00:16:52.523000,1,53.0,1,1043,60.0,train
1,5,PassingEvent_Duration10s_000597.mp4,PassingEvent_Duration10s_000597,Trip_5.1_GP010010.LRV,MPDS_001/Trip_5.1_GP010010,00:05:26.895000,0,128.0,0,380,50.0,train
12,5,PassingEvent_Duration10s_002683.mp4,PassingEvent_Duration10s_002683,Trip_5.0_GOPR2104.LRV,MPDS_012/Trip_5.0_GOPR2104,00:08:02.500000,0,70.5,1,512,60.0,train
26,2,PassingEvent_Duration10s_007692.mp4,PassingEvent_Duration10s_007692,Trip_2.0_GOPR0006.LRV,MPDS_026/Trip_2.0_GOPR0006,00:07:17.343000,1,75.5,1,458,60.0,train
33,9,PassingEvent_Duration10s_009853.mp4,PassingEvent_Duration10s_009853,Trip_9.0_GOPR0016.LRV,MPDS_033/Trip_9.0_GOPR0016,00:11:46.710000,0,111.0,1,749,80.0,train
63,2,PassingEvent_Duration10s_018350.mp4,PassingEvent_Duration10s_018350,Trip_2.0_GOPR7627.LRV,MPDS_063/Trip_2.0_GOPR7627,00:12:21.598000,0,30.0,1,777,60.0,train
60,13,PassingEvent_Duration10s_017163.mp4,PassingEvent_Duration10s_017163,Trip_13.0_GOPR2546.LRV,MPDS_060/Trip_13.0_GOPR2546,00:03:17.289000,0,85.5,1,214,60.0,train
1,5,PassingEvent_Duration10s_000571.mp4,PassingEvent_Duration10s_000571,Trip_5.1_GP010010.LRV,MPDS_001/Trip_5.1_GP010010,00:00:58.316000,0,81.0,1,77,50.0,train
3,1,PassingEvent_Duration10s_000662.mp4,PassingEvent_Duration10s_000662,Trip_1.2_GP020005.LRV,MPDS_003/Trip_1.2_GP020005,00:04:00.845000,0,132.0,0,291,60.0,train
8,8,PassingEvent_Duration10s_001572.mp4,PassingEvent_Duration10s_001572,Trip_8.1_GP010022.LRV,MPDS_008/Trip_8.1_GP010022,00:07:47.570000,0,244.0,0,501,50.0,train
48,8,PassingEvent_Duration10s_013222.mp4,PassingEvent_Duration10s_013222,Trip_8.0_GOPR2142.LRV,MPDS_048/Trip_8.0_GOPR2142,00:02:03.606000,0,98.5,1,159,40.0,train
22,2,PassingEvent_Duration10s_005661.mp4,PassingEvent_Duration10s_005661,Trip_2.1_GP010011.LRV,MPDS_022/Trip_2.1_GP010011,00:01:44.314000,0,81.0,1,123,50.0,train
4,4,PassingEvent_Duration10s_001174.mp4,PassingEvent_Duration10s_001174,Trip_4.0_GOPR0008.LRV,MPDS_004/Trip_4.0_GOPR0008,00:12:27.868000,0,179.5,0,799,60.0,train
61,8,PassingEvent_Duration10s_017194.mp4,PassingEvent_Duration10s_017194,Trip_8.1_GP010056.LRV,MPDS_061/Trip_8.1_GP010056,00:01:00.167000,0,103.0,1,70,70.0,train
7,8,PassingEvent_Duration10s_001446.mp4,PassingEvent_Duration10s_001446,Trip_8.1_GP010020.LRV,MPDS_007/Trip_8.1_GP010020,00:12:07.730000,0,190.0,0,771,50.0,train
1,1,PassingEvent_Duration10s_000238.mp4,PassingEvent_Duration10s_000238,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:03:11.928000,0,240.0,0,247,60.0,train
11,4,PassingEvent_Duration10s_000790.mp4,PassingEvent_Duration10s_000790,Trip_4.0_GOPR2419.LRV,MPDS_011/Trip_4.0_GOPR2419,00:17:29.536000,1,113.0,0,1081,60.0,train
57,6,PassingEvent_Duration10s_016508.mp4,PassingEvent_Duration10s_016508,Trip_6.1_GP014734.LRV,MPDS_057/Trip_6.1_GP014734,00:00:57.268000,0,77.5,1,73,60.0,train
4,5,PassingEvent_Duration10s_001224.mp4,PassingEvent_Duration10s_001224,Trip_5.1_GP010009.LRV,MPDS_004/Trip_5.1_GP010009,00:12:10.134000,0,185.5,0,738,50.0,train
5,6,PassingEvent_Duration10s_001285.mp4,PassingEvent_Duration10s_001285,Trip_6.0_GOPR0026.LRV,MPDS_005/Trip_6.0_GOPR0026,00:07:37.790000,0,138.5,0,504,60.0,train
1,3,PassingEvent_Duration10s_000392.mp4,PassingEvent_Duration10s_000392,Trip_3.2_GP020008.LRV,MPDS_001/Trip_3.2_GP020008,00:02:38.190000,0,149.0,0,169,60.0,train
63,12,PassingEvent_Duration10s_018583.mp4,PassingEvent_Duration10s_018583,Trip_12.0_GOPR0667.LRV,MPDS_063/Trip_12.0_GOPR0667,00:13:16.991000,1,96.0,1,855,60.0,train
2,3,PassingEvent_Duration10s_000091.mp4,PassingEvent_Duration10s_000091,Trip_3.2_GP020004.LRV,MPDS_002/Trip_3.2_GP020004,00:00:38.835000,0,145.5,0,88,50.0,train
1,1,PassingEvent_Duration10s_000280.mp4,PassingEvent_Duration10s_000280,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:12:46.711000,0,194.0,0,809,60.0,train
1,5,PassingEvent_Duration10s_000640.mp4,PassingEvent_Duration10s_000640,Trip_5.2_GP020010.LRV,MPDS_001/Trip_5.2_GP020010,00:09:03.819000,0,125.0,0,592,50.0,train
1,4,PassingEvent_Duration10s_000491.mp4,PassingEvent_Duration10s_000491,Trip_4.2_GP020009.LRV,MPDS_001/Trip_4.2_GP020009,00:04:46.700000,0,137.0,0,328,60.0,train
39,8,PassingEvent_Duration10s_011782.mp4,PassingEvent_Duration10s_011782,Trip_8.1_GP012502.LRV,MPDS_039/Trip_8.1_GP012502,00:09:39.970000,0,84.0,1,637,40.0,train
20,10,PassingEvent_Duration10s_005180.mp4,PassingEvent_Duration10s_005180,Trip_10.1_GP010037.LRV,MPDS_020/Trip_10.1_GP010037,00:07:33.211000,0,93.0,1,466,60.0,train
20,3,PassingEvent_Duration10s_004645.mp4,PassingEvent_Duration10s_004645,Trip_3.1_GP010029.LRV,MPDS_020/Trip_3.1_GP010029,00:04:35.735000,0,96.0,1,319,60.0,train
1,4,PassingEvent_Duration10s_000454.mp4,PassingEvent_Duration10s_000454,Trip_4.1_GP010009.LRV,MPDS_001/Trip_4.1_GP010009,00:13:08.962000,0,157.0,0,846,40.0,train
7,10,PassingEvent_Duration10s_001469.mp4,PassingEvent_Duration10s_001469,Trip_10.0_GOPR0022.LRV,MPDS_007/Trip_10.0_GOPR0022,00:04:59.423000,0,152.0,0,324,50.0,train
7,5,PassingEvent_Duration10s_001397.mp4,PassingEvent_Duration10s_001397,Trip_5.0_GOPR0016.LRV,MPDS_007/Trip_5.0_GOPR0016,00:01:14.206000,0,110.0,0,86,50.0,train
63,1,PassingEvent_Duration10s_018335.mp4,PassingEvent_Duration10s_018335,Trip_1.0_GOPR7384.LRV,MPDS_063/Trip_1.0_GOPR7384,00:09:43.483000,0,86.0,1,612,50.0,train
7,3,PassingEvent_Duration10s_001381.mp4,PassingEvent_Duration10s_001381,Trip_3.0_GOPR0014.LRV,MPDS_007/Trip_3.0_GOPR0014,00:07:26.371000,0,197.0,0,468,40.0,train
1,5,PassingEvent_Duration10s_000576.mp4,PassingEvent_Duration10s_000576,Trip_5.1_GP010010.LRV,MPDS_001/Trip_5.1_GP010010,00:01:56.655000,0,261.0,0,155,60.0,train
20,2,PassingEvent_Duration10s_004591.mp4,PassingEvent_Duration10s_004591,Trip_2.2_GP020027.LRV,MPDS_020/Trip_2.2_GP020027,00:03:20.183000,0,83.0,1,211,40.0,train
51,4,PassingEvent_Duration10s_014572.mp4,PassingEvent_Duration10s_014572,Trip_4.2_GP020038.LRV,MPDS_051/Trip_4.2_GP020038,00:13:25.652000,0,81.0,1,844,40.0,train
1,4,PassingEvent_Duration10s_000444.mp4,PassingEvent_Duration10s_000444,Trip_4.0_GOPR0009.LRV,MPDS_001/Trip_4.0_GOPR0009,00:12:02.254000,0,102.0,0,737,40.0,train
33,4,PassingEvent_Duration10s_009630.mp4,PassingEvent_Duration10s_009630,Trip_4.0_GOPR0011.LRV,MPDS_033/Trip_4.0_GOPR0011,00:17:35.946000,0,89.0,1,1112,50.0,train
