button_press_id,MP_Mannual review of button press footage,RiderId,TripNumber,EventType,clipfile,VideoFile,FrameMinutes,MilliSeconds,PassDistance,ButtonPress,VehicleType,Location,BikeLane,ParkedCar,Review,timestamp,latitude,longitude
119,Correct,50,6,Pass,ButtonPressEvent_Duration10s_000119.mp4,Trip_6.0_GOPR2523.LRV,00:05:35.740000,300923,83.0,Yes,4WD,MidBlock,Yes,Yes,,2017-07-24T22:23:08Z,-37.881325,145.01573
120,Correct,50,5,Pass,ButtonPressEvent_Duration10s_000120.mp4,Trip_5.1_GP012522.LRV,00:05:59.367000,1131852,84.0,Yes,Sedan,MidBlock,Yes,No,,2017-07-24T06:25:24Z,-37.862273,144.972833
121,Correct,50,2,Pass,ButtonPressEvent_Duration10s_000121.mp4,Trip_2.0_GOPR2518.LRV,00:13:41.160000,801732,86.5,Yes,4WD,MidBlock,No,No,,2017-07-21T00:00:28Z,-37.898171,144.993025
122,Correct,50,2,Pass,ButtonPressEvent_Duration10s_000122.mp4,Trip_2.1_GP012518.LRV,00:14:06.651000,1889042,91.5,Yes,Taxi,MidBlock,No,No,,2017-07-21T00:18:36Z,-37.959515,145.010368
123,Correct,50,3,Pass,ButtonPressEvent_Duration10s_000123.mp4,Trip_3.0_GOPR2520.LRV,00:12:56.149000,773523,96.0,Yes,4WD,Intersection Related,No,No,,2017-07-22T23:03:05Z,-37.90433,145.043817
124,Correct,50,2,Pass,ButtonPressEvent_Duration10s_000124.mp4,Trip_2.0_GOPR2518.LRV,00:12:07.754000,708532,102.5,Yes,Sedan,MidBlock,No,Yes,,2017-07-20T23:58:55Z,-37.899103,145.000782
125,Correct,50,1,Pass,ButtonPressEvent_Duration10s_000125.mp4,Trip_1.1_GP012510.LRV,00:14:54.947000,2015733,105.0,Yes,Truck,MidBlock,Yes,No,,2017-07-19T00:36:31Z,-37.930927,145.018487
126,Correct,50,3,Pass,ButtonPressEvent_Duration10s_000126.mp4,Trip_3.0_GOPR2520.LRV,00:11:18.784000,676223,106.0,Yes,Sedan,Intersection Related,No,No,,2017-07-22T23:01:28Z,-37.903825,145.039555
127,Correct,50,6,Pass,ButtonPressEvent_Duration10s_000127.mp4,Trip_6.0_GOPR2523.LRV,00:14:51.530000,856532,108.0,Yes,4WD,MidBlock,No,Yes,,2017-07-24T22:32:25Z,-37.859117,145.020095
128,Correct,50,6,Pass,ButtonPressEvent_Duration10s_000128.mp4,Trip_6.1_GP012523.LRV,00:01:24.624000,1112332,109.0,Yes,Sedan,MidBlock,No,Yes,,2017-07-24T22:36:40Z,-37.85011,145.021525
129,Correct,50,3,Pass,ButtonPressEvent_Duration10s_000129.mp4,Trip_3.1_GP012520.LRV,00:02:58.768000,1238233,110.0,Yes,Sedan,MidBlock,Yes,Yes,,2017-07-22T23:10:51Z,-37.898418,145.064893
130,Correct,50,2,Pass,ButtonPressEvent_Duration10s_000130.mp4,Trip_2.0_GOPR2518.LRV,00:07:57.779000,458723,112.5,Yes,Sedan,MidBlock,Yes,No,,2017-07-20T23:54:45Z,-37.89589,145.013095
131,Correct,50,7,Pass,ButtonPressEvent_Duration10s_000131.mp4,Trip_7.2_GP022524.LRV,00:00:57.717000,2101733,113.0,Yes,Sedan,MidBlock,No,No,,2017-07-25T01:14:09Z,-37.823763,144.940526
132,Correct,50,5,Pass,ButtonPressEvent_Duration10s_000132.mp4,Trip_5.1_GP012522.LRV,00:06:33.289000,1165752,117.0,Yes,Truck,MidBlock,Yes,No,,2017-07-24T06:25:59Z,-37.864955,144.972563
133,Correct,50,3,Pass,ButtonPressEvent_Duration10s_000133.mp4,Trip_3.2_GP022520.LRV,00:02:17.281000,2257933,118.0,Yes,Other,MidBlock,Yes,No,,,,
134,Correct,50,2,Pass,ButtonPressEvent_Duration10s_000134.mp4,Trip_2.0_GOPR2518.LRV,00:06:15.411000,356423,120.5,Yes,Sedan,MidBlock,Yes,Yes,,2017-07-20T23:53:03Z,-37.89128,145.013971
135,Correct,50,3,Pass,ButtonPressEvent_Duration10s_000135.mp4,Trip_3.1_GP012520.LRV,00:04:42.938000,1342333,122.0,Yes,Sedan,MidBlock,Yes,No,,2017-07-22T23:12:34Z,-37.893318,145.065847
136,Correct,50,6,Pass,ButtonPressEvent_Duration10s_000136.mp4,Trip_6.1_GP012523.LRV,00:01:40.534000,1128232,127.0,Yes,4WD,MidBlock,No,No,,2017-07-24T22:36:57Z,-37.849125,145.021715
137,Correct,50,7,Pass,ButtonPressEvent_Duration10s_000137.mp4,Trip_7.3_GP032524.LRV,00:00:25.422000,3131152,130.0,Yes,4WD,MidBlock,Yes,No,,2017-07-25T01:31:18Z,-37.843597,144.939053
138,Correct,50,1,Pass,ButtonPressEvent_Duration10s_000138.mp4,Trip_1.1_GP012510.LRV,00:01:00.190000,1181532,132.0,Yes,Sedan,MidBlock,No,No,,2017-07-19T00:22:37Z,-37.903249,144.988534
139,Correct,50,7,Pass,ButtonPressEvent_Duration10s_000139.mp4,Trip_7.3_GP032524.LRV,00:02:20.199000,3245852,135.0,Yes,Sedan,MidBlock,Yes,No,,2017-07-25T01:33:13Z,-37.847381,144.947897
140,Correct,50,2,Pass,ButtonPressEvent_Duration10s_000140.mp4,Trip_2.0_GOPR2518.LRV,00:11:19.122000,659932,139.5,Yes,4WD,MidBlock,No,No,,2017-07-20T23:58:06Z,-37.899602,145.00415
141,Correct,50,6,Pass,ButtonPressEvent_Duration10s_000141.mp4,Trip_6.0_GOPR2523.LRV,00:17:17.150000,1002532,148.0,Yes,4WD,MidBlock,No,No,,2017-07-24T22:34:50Z,-37.852717,145.021118
142,Correct,50,6,Pass,ButtonPressEvent_Duration10s_000142.mp4,Trip_6.1_GP012523.LRV,00:12:19.161000,1766433,149.0,Yes,4WD,MidBlock,No,Yes,,2017-07-24T22:47:35Z,-37.826788,145.01874
143,Correct,50,1,Pass,ButtonPressEvent_Duration10s_000143.mp4,Trip_1.1_GP012510.LRV,00:12:50.764000,1891633,158.0,Yes,Truck,MidBlock,Yes,No,,2017-07-19T00:34:27Z,-37.929715,145.008163
144,Correct,50,2,Pass,ButtonPressEvent_Duration10s_000144.mp4,Trip_2.2_GP022518.LRV,00:10:54.864000,2758542,173.5,Yes,Sedan,MidBlock,No,No,,2017-07-21T00:33:05Z,-37.986516,145.054954
145,Correct,51,3,Pass,ButtonPressEvent_Duration10s_000145.mp4,Trip_3.1_GP010037.LRV,00:13:28.572000,1858667,69.0,Yes,Sedan,MidBlock,No,No,,2017-07-21T07:46:31Z,-37.766111,145.04574
146,Correct,51,7,Pass,ButtonPressEvent_Duration10s_000146.mp4,Trip_7.0_GOPR0044.LRV,00:10:13.390000,597830,127.0,Yes,Sedan,MidBlock,Yes,Yes,,2017-07-26T21:27:08Z,-37.718044,145.075436
147,Correct,52,3,Pass,ButtonPressEvent_Duration10s_000147.mp4,Trip_3.2_GP020047.LRV,00:14:34.554000,2988763,55.0,Yes,Other,MidBlock,No,No,,2017-07-24T20:32:19Z,-37.903274,145.336744
148,Correct,52,7,Pass,ButtonPressEvent_Duration10s_000148.mp4,Trip_7.1_GP010051.LRV,00:07:16.559000,1488631,94.0,Yes,Other,MidBlock,No,No,,2017-07-27T07:59:10Z,-37.840895,145.300609
149,Correct,52,7,Pass,ButtonPressEvent_Duration10s_000149.mp4,Trip_7.0_GOPR0051.LRV,00:09:47.785000,578319,98.0,Yes,Other,MidBlock,No,No,,2017-07-27T07:44:01Z,-37.790663,145.312128
150,Correct,52,7,Pass,ButtonPressEvent_Duration10s_000150.mp4,Trip_7.3_GP030051.LRV,00:01:44.300000,3279137,100.0,Yes,4WD,MidBlock,No,No,,2017-07-27T08:29:02Z,-37.91265,145.246931
151,Correct,52,7,Pass,ButtonPressEvent_Duration10s_000151.mp4,Trip_7.1_GP010051.LRV,00:14:50.262000,1942031,140.0,Yes,Truck,MidBlock,Yes,No,,2017-07-27T08:05:25Z,-37.861815,145.299813
152,Correct,55,8,Pass,ButtonPressEvent_Duration10s_000152.mp4,Trip_8.0_GOPR2158.LRV,00:04:51.100000,286719,55.0,Yes,4WD,MidBlock,No,No,,2017-07-27T22:34:32Z,-37.806475,144.955884
153,Correct,55,9,Pass,ButtonPressEvent_Duration10s_000153.mp4,Trip_9.1_GP012159.LRV,00:05:33.533000,1381032,68.0,Yes,Sedan,MidBlock,Yes,No,,2017-07-28T07:44:26Z,-37.812845,144.956838
154,Correct,55,1,Pass,ButtonPressEvent_Duration10s_000154.mp4,Trip_1.1_GP012151.LRV,00:03:35.845000,1266820,79.0,Yes,Sedan,Intersection Related,No,No,,2017-07-24T07:51:19Z,-37.819669,144.959908
155,Correct,55,5,Pass,ButtonPressEvent_Duration10s_000155.mp4,Trip_5.1_GP012155.LRV,00:00:05.610000,1063031,83.0,Yes,Sedan,MidBlock,No,No,,2017-07-26T07:54:32Z,-37.82153,144.961374
156,Correct,55,9,Pass,ButtonPressEvent_Duration10s_000156.mp4,Trip_9.1_GP012159.LRV,00:08:09.136000,1536532,92.0,Yes,Sedan,Intersection Related,No,No,,2017-07-28T07:47:01Z,-37.806015,144.95584
157,Correct,56,2,Pass,ButtonPressEvent_Duration10s_000157.mp4,Trip_2.1_GP013982.LRV,00:09:28.740000,1618529,47.5,Yes,Sedan,Intersection Related,No,No,,,,
158,Correct,56,2,Pass,ButtonPressEvent_Duration10s_000158.mp4,Trip_2.1_GP013982.LRV,00:12:49.508000,1819829,86.5,Yes,4WD,MidBlock,No,No,,2017-07-24T22:41:19Z,-37.84999,145.091852
159,Correct,56,3,Pass,ButtonPressEvent_Duration10s_000159.mp4,Trip_3.1_GP013983.LRV,00:04:06.499000,1266229,90.5,Yes,Sedan,Intersection Related,No,No,,,,
160,Correct,57,3,Pass,ButtonPressEvent_Duration10s_000160.mp4,Trip_3.0_GOPR4731.LRV,00:08:58.774000,527382,46.5,Yes,Sedan,MidBlock,Yes,Yes,,2017-07-26T07:57:53Z,-37.835497,144.975368
161,Correct,57,1,Pass,ButtonPressEvent_Duration10s_000161.mp4,Trip_1.0_GOPR4729.LRV,00:03:40.213000,208864,59.5,Yes,Sedan,MidBlock,Yes,Yes,,,,
162,Correct,57,3,Pass,ButtonPressEvent_Duration10s_000162.mp4,Trip_3.0_GOPR4731.LRV,00:09:07.790000,535682,90.5,Yes,4WD,MidBlock,No,No,,2017-07-26T07:58:02Z,-37.835103,144.975043
163,Correct,58,4,Pass,ButtonPressEvent_Duration10s_000163.mp4,Trip_4.0_GOPR2988.LRV,00:04:32.179000,261465,10.0,Yes,Other,MidBlock,No,No,,2017-07-30T21:25:15Z,-37.770826,145.011568
164,Correct,58,10,Pass,ButtonPressEvent_Duration10s_000164.mp4,Trip_10.0_GOPR2994.LRV,00:05:35.983000,328724,73.0,Yes,4WD,MidBlock,No,No,,2017-08-02T03:40:39Z,-37.797334,144.97059
165,Correct,58,8,Pass,ButtonPressEvent_Duration10s_000165.mp4,Trip_8.0_GOPR2992.LRV,00:11:27.155000,679132,86.0,Yes,4WD,MidBlock,Yes,Yes,,2017-08-01T04:44:38Z,-37.793749,144.988272
166,Correct,58,4,Pass,ButtonPressEvent_Duration10s_000166.mp4,Trip_4.0_GOPR2988.LRV,00:11:36.465000,685468,87.0,Yes,Other,MidBlock,No,No,,2017-07-30T21:32:19Z,-37.767253,144.979611
167,Correct,58,7,Pass,ButtonPressEvent_Duration10s_000167.mp4,Trip_7.1_GP012991.LRV,00:05:57.434000,1411053,88.0,Yes,Truck,MidBlock,No,No,,2017-08-01T00:33:56Z,-37.807126,144.966839
168,Correct,58,8,Pass,ButtonPressEvent_Duration10s_000168.mp4,Trip_8.0_GOPR2992.LRV,00:06:35.252000,387424,90.0,Yes,4WD,MidBlock,Yes,Yes,,2017-08-01T04:39:47Z,-37.797611,144.97227
169,Correct,58,4,Pass,ButtonPressEvent_Duration10s_000169.mp4,Trip_4.0_GOPR2988.LRV,00:05:12.806000,302065,96.0,Yes,Sedan,MidBlock,No,No,,2017-07-30T21:25:56Z,-37.770401,145.007982
170,Correct,58,2,Pass,ButtonPressEvent_Duration10s_000170.mp4,Trip_2.0_GOPR2985.LRV,00:10:03.300000,596023,98.0,Yes,Truck,MidBlock,Yes,No,,2017-07-28T03:28:30Z,-37.786365,144.997698
171,Correct,58,9,Pass,ButtonPressEvent_Duration10s_000171.mp4,Trip_9.0_GOPR2993.LRV,00:11:37.610000,688732,98.0,Yes,Truck,MidBlock,No,Yes,,2017-08-02T00:03:35Z,-37.789058,144.990322
172,Correct,58,9,Pass,ButtonPressEvent_Duration10s_000172.mp4,Trip_9.0_GOPR2993.LRV,00:09:58.996000,590732,110.0,Yes,Truck,MidBlock,Yes,Yes,,2017-08-02T00:01:57Z,-37.786971,144.995997
173,Correct,58,4,Pass,ButtonPressEvent_Duration10s_000173.mp4,Trip_4.0_GOPR2988.LRV,00:07:34.201000,443365,111.0,Yes,Sedan,MidBlock,No,No,,2017-07-30T21:28:17Z,-37.769325,144.998976
174,Correct,58,3,Pass,ButtonPressEvent_Duration10s_000174.mp4,Trip_3.0_GOPR2986.LRV,00:16:24.153000,976832,116.0,Yes,Other,MidBlock,No,No,,2017-07-28T05:37:01Z,-37.784192,145.011423
175,Correct,58,6,Pass,ButtonPressEvent_Duration10s_000175.mp4,Trip_6.0_GOPR2990.LRV,00:05:07.760000,219923,116.0,Yes,Sedan,MidBlock,No,No,,2017-07-31T10:35:18Z,-37.666535,144.947429
176,Correct,58,10,Pass,ButtonPressEvent_Duration10s_000176.mp4,Trip_10.0_GOPR2994.LRV,00:15:02.561000,894924,117.0,Yes,Sedan,MidBlock,No,No,,,,
177,Correct,58,7,Pass,ButtonPressEvent_Duration10s_000177.mp4,Trip_7.0_GOPR2991.LRV,00:04:53.540000,285024,120.0,Yes,Sedan,MidBlock,Yes,No,,2017-08-01T00:15:10Z,-37.783557,145.016637
178,Correct,58,4,Pass,ButtonPressEvent_Duration10s_000178.mp4,Trip_4.0_GOPR2988.LRV,00:09:31.482000,560568,122.0,Yes,Other,MidBlock,No,No,,2017-07-30T21:30:15Z,-37.768342,144.990911
179,Correct,58,10,Pass,ButtonPressEvent_Duration10s_000179.mp4,Trip_10.0_GOPR2994.LRV,00:15:39.685000,932024,122.0,Yes,Other,MidBlock,No,No,,,,
180,Correct,58,10,Pass,ButtonPressEvent_Duration10s_000180.mp4,Trip_10.0_GOPR2994.LRV,00:15:25.176000,917524,125.0,Yes,Sedan,MidBlock,No,No,,,,
181,Correct,58,9,Pass,ButtonPressEvent_Duration10s_000181.mp4,Trip_9.0_GOPR2993.LRV,00:12:15.487000,727132,129.0,Yes,4WD,MidBlock,No,No,,2017-08-02T00:04:13Z,-37.790243,144.987301
182,Correct,58,10,Pass,ButtonPressEvent_Duration10s_000182.mp4,Trip_10.0_GOPR2994.LRV,00:16:19.712000,972024,131.0,Yes,Sedan,MidBlock,No,No,,,,
183,Correct,58,7,Pass,ButtonPressEvent_Duration10s_000183.mp4,Trip_7.0_GOPR2991.LRV,00:08:55.115000,526924,135.0,Yes,Truck,MidBlock,Yes,No,,2017-08-01T00:19:12Z,-37.786436,144.997468
184,Correct,58,11,Pass,ButtonPressEvent_Duration10s_000184.mp4,Trip_11.0_GOPR2995.LRV,00:06:24.836000,377314,137.0,Yes,4WD,MidBlock,No,Yes,,2017-08-03T00:12:16Z,-37.783525,145.016874
185,Correct,58,10,Pass,ButtonPressEvent_Duration10s_000185.mp4,Trip_10.0_GOPR2994.LRV,00:15:07.864000,900224,143.0,Yes,Sedan,MidBlock,No,No,,,,
186,Correct,58,7,Pass,ButtonPressEvent_Duration10s_000186.mp4,Trip_7.0_GOPR2991.LRV,00:09:11.226000,543024,153.0,Yes,Other,MidBlock,No,No,,2017-08-01T00:19:28Z,-37.786785,144.996467
187,Correct,59,10,Pass,ButtonPressEvent_Duration10s_000187.mp4,Trip_10.0_GOPR0197.LRV,00:14:27.668000,851950,79.5,Yes,Sedan,MidBlock,No,No,,2017-08-01T21:01:53Z,-37.817821,144.992442
188,Correct,60,7,Pass,ButtonPressEvent_Duration10s_000188.mp4,Trip_7.0_GOPR2540.LRV,00:05:21.740000,315424,67.5,Yes,4WD,MidBlock,Yes,No,,2017-07-31T22:42:12Z,-37.827921,145.00215
189,Correct,60,11,Pass,ButtonPressEvent_Duration10s_000189.mp4,Trip_11.1_GP012544.LRV,00:11:53.341000,1769351,71.5,Yes,Sedan,MidBlock,No,No,,2017-08-02T07:47:25Z,-37.82453,144.988825
190,Correct,60,13,Pass,ButtonPressEvent_Duration10s_000190.mp4,Trip_13.0_GOPR2546.LRV,00:02:54.873000,165723,94.5,Yes,Sedan,MidBlock,No,No,,2017-08-03T22:35:10Z,-37.826037,145.001227
191,Correct,60,6,Pass,ButtonPressEvent_Duration10s_000191.mp4,Trip_6.0_GOPR2539.LRV,00:13:15.650000,789614,98.5,Yes,Sedan,MidBlock,Yes,Yes,,2017-07-31T08:25:46Z,-37.81973,145.003677
192,Correct,60,7,Pass,ButtonPressEvent_Duration10s_000192.mp4,Trip_7.0_GOPR2540.LRV,00:14:21.443000,855433,99.5,Yes,Sedan,MidBlock,Yes,No,,2017-07-31T22:51:05Z,-37.829835,144.984557
193,Correct,60,3,Pass,ButtonPressEvent_Duration10s_000193.mp4,Trip_3.0_GOPR2529.LRV,00:13:37.345000,811134,102.5,Yes,Sedan,Intersection Related,No,No,,2017-07-28T06:15:55Z,-37.824465,144.988494
194,Correct,60,12,Pass,ButtonPressEvent_Duration10s_000194.mp4,Trip_12.0_GOPR2545.LRV,00:02:34.432000,147923,119.5,Yes,Sedan,MidBlock,No,No,,2017-08-02T22:27:39Z,-37.826116,145.001945
195,Correct,60,6,Pass,ButtonPressEvent_Duration10s_000195.mp4,Trip_6.0_GOPR2539.LRV,00:08:34.463000,508614,127.5,Yes,Sedan,MidBlock,No,No,,2017-07-31T08:21:06Z,-37.81345,144.995433
196,Correct,61,6,Pass,ButtonPressEvent_Duration10s_000196.mp4,Trip_6.0_GOPR0054.LRV,00:12:28.631000,731863,80.0,Yes,Taxi,MidBlock,Yes,No,,2017-08-02T19:24:16Z,-37.900729,145.014513
197,Correct,61,4,Pass,ButtonPressEvent_Duration10s_000197.mp4,Trip_4.0_GOPR0051.LRV,00:13:13,778931,83.0,Yes,Sedan,MidBlock,Yes,No,,2017-08-01T22:01:03Z,-37.902207,145.0257
198,Correct,61,5,Pass,ButtonPressEvent_Duration10s_000198.mp4,Trip_5.1_GP010053.LRV,00:06:58.924000,1465431,94.0,Yes,Other,MidBlock,No,No,,2017-08-02T08:05:53Z,-37.847175,144.996432
199,Correct,61,4,Pass,ButtonPressEvent_Duration10s_000199.mp4,Trip_4.1_GP010051.LRV,00:02:34.739000,1202531,97.0,Yes,Sedan,MidBlock,No,No,,2017-08-01T22:08:07Z,-37.893429,145.003271
200,Correct,61,4,Pass,ButtonPressEvent_Duration10s_000200.mp4,Trip_4.0_GOPR0051.LRV,00:13:35.515000,801431,98.0,Yes,Sedan,MidBlock,No,No,,2017-08-01T22:01:25Z,-37.901951,145.023676
201,Correct,61,10,Pass,ButtonPressEvent_Duration10s_000201.mp4,Trip_10.0_GOPR0059.LRV,00:05:44.250000,331319,102.0,Yes,Sedan,Intersection Related,No,No,,2017-08-05T02:34:44Z,-37.900849,145.015514
202,Correct,61,5,Pass,ButtonPressEvent_Duration10s_000202.mp4,Trip_5.2_GP020053.LRV,00:17:27.220000,3154531,104.0,Yes,Other,Intersection Related,No,No,,2017-08-02T08:34:02Z,-37.885055,145.057841
203,Correct,61,11,Pass,ButtonPressEvent_Duration10s_000203.mp4,Trip_11.0_GOPR0060.LRV,00:02:37.927000,143721,106.0,Yes,Truck,MidBlock,Yes,No,,2017-08-07T21:26:59Z,-37.872775,144.976444
204,Correct,61,11,Pass,ButtonPressEvent_Duration10s_000204.mp4,Trip_11.1_GP010060.LRV,00:03:00.917000,1228132,106.0,Yes,Sedan,MidBlock,No,No,,2017-08-07T21:45:03Z,-37.856838,144.979297
205,Correct,61,4,Pass,ButtonPressEvent_Duration10s_000205.mp4,Trip_4.2_GP020051.LRV,00:05:29.148000,2438245,108.0,Yes,Sedan,MidBlock,Yes,No,,2017-08-01T22:28:43Z,-37.841186,144.971644
206,Correct,61,5,Pass,ButtonPressEvent_Duration10s_000206.mp4,Trip_5.1_GP010053.LRV,00:07:27.343000,1493831,112.0,Yes,4WD,MidBlock,No,No,,2017-08-02T08:06:21Z,-37.847588,144.998683
207,Correct,61,4,Pass,ButtonPressEvent_Duration10s_000207.mp4,Trip_4.0_GOPR0051.LRV,00:13:46.222000,812131,114.0,Yes,Sedan,MidBlock,Yes,No,,2017-08-01T22:01:36Z,-37.901815,145.022523
208,Correct,61,4,Pass,ButtonPressEvent_Duration10s_000208.mp4,Trip_4.0_GOPR0051.LRV,00:10:40.899000,626931,120.0,Yes,Other,MidBlock,No,No,,2017-08-01T21:58:31Z,-37.903268,145.034882
209,Correct,61,4,Pass,ButtonPressEvent_Duration10s_000209.mp4,Trip_4.0_GOPR0051.LRV,00:13:06.796000,772731,139.0,Yes,Other,Intersection Related,No,No,,2017-08-01T22:00:56Z,-37.902254,145.026066
210,Correct,62,7,Pass,ButtonPressEvent_Duration10s_000210.mp4,Trip_7.1_GP010062.LRV,00:08:15.593000,1540930,58.0,Yes,4WD,MidBlock,No,No,,2017-08-07T22:02:56Z,-37.990688,145.143793
211,Correct,62,3,Pass,ButtonPressEvent_Duration10s_000211.mp4,Trip_3.1_GP010058.LRV,00:05:35.749000,1389657,68.0,Yes,Sedan,MidBlock,No,No,,2017-08-01T07:45:21Z,-37.976636,145.147426
212,Correct,62,7,Pass,ButtonPressEvent_Duration10s_000212.mp4,Trip_7.1_GP010062.LRV,00:09:14.633000,1599930,99.0,Yes,Sedan,MidBlock,No,No,,2017-08-07T22:03:55Z,-37.98773,145.145063
213,Correct,62,3,Pass,ButtonPressEvent_Duration10s_000213.mp4,Trip_3.1_GP010058.LRV,00:11:28.184000,1741857,105.0,Yes,Other,MidBlock,No,No,,2017-08-01T07:51:13Z,-37.990519,145.141049
214,Correct,62,4,Pass,ButtonPressEvent_Duration10s_000214.mp4,Trip_4.1_GP010059.LRV,00:06:57.692000,1471145,113.0,Yes,Other,MidBlock,No,No,,2017-08-01T21:46:13Z,-37.990158,145.139418
215,Correct,62,4,Pass,ButtonPressEvent_Duration10s_000215.mp4,Trip_4.1_GP010059.LRV,00:12:32.415000,1805645,150.0,Yes,Sedan,MidBlock,No,No,,2017-08-01T21:51:48Z,-37.980392,145.146511
216,Correct,63,9,Pass,ButtonPressEvent_Duration10s_000216.mp4,Trip_9.0_GOPR9794.LRV,00:14:32.271000,857619,75.0,Yes,Sedan,MidBlock,Yes,No,,2017-08-09T06:58:32Z,-37.829975,144.971148
217,Correct,63,1,Pass,ButtonPressEvent_Duration10s_000217.mp4,Trip_1.0_GOPR7384.LRV,00:07:08.269000,419719,82.0,Yes,Taxi,MidBlock,Yes,No,,2017-08-02T06:52:02Z,-37.840929,144.977036
218,Correct,63,1,Pass,ButtonPressEvent_Duration10s_000218.mp4,Trip_1.0_GOPR7384.LRV,00:10:02.960000,593430,82.0,Yes,4WD,MidBlock,Yes,No,,2017-08-02T06:54:55Z,-37.835266,144.974666
219,Correct,63,7,Pass,ButtonPressEvent_Duration10s_000219.mp4,Trip_7.0_GOPR9226.LRV,00:07:44.761000,453619,96.0,Yes,Sedan,MidBlock,Yes,Yes,,2017-08-07T07:17:51Z,-37.849015,144.980115
220,Correct,63,12,Pass,ButtonPressEvent_Duration10s_000220.mp4,Trip_12.0_GOPR0667.LRV,00:13:16.991000,787356,96.0,Yes,4WD,MidBlock,Yes,Yes,,2017-08-11T09:41:36Z,-37.839583,144.976857
221,Correct,63,12,Pass,ButtonPressEvent_Duration10s_000221.mp4,Trip_12.1_GP010667.LRV,00:03:28.620000,1260256,101.0,Yes,Sedan,MidBlock,No,Yes,,2017-08-11T09:49:29Z,-37.858169,144.982831
222,Correct,63,7,Pass,ButtonPressEvent_Duration10s_000222.mp4,Trip_7.0_GOPR9226.LRV,00:04:25.221000,254212,106.0,Yes,Sedan,MidBlock,Yes,No,,,,
223,Correct,63,14,Pass,ButtonPressEvent_Duration10s_000223.mp4,Trip_14.1_GP011174.LRV,00:02:24.892000,1191662,115.0,Yes,Sedan,MidBlock,Yes,Yes,,2017-08-14T10:12:47Z,-37.85665,144.983219
224,Correct,63,10,Pass,ButtonPressEvent_Duration10s_000224.mp4,Trip_10.0_GOPR0095.LRV,00:07:14.510000,421119,118.0,Yes,Sedan,MidBlock,Yes,No,,2017-08-09T09:58:34Z,-37.826256,144.971478
